context,question,label
"Thông tin công dân được tiếp cận có điều kiện
1. Thông tin liên quan đến bí mật kinh doanh được tiếp cận trong trường hợp chủ sở hữu bí mật kinh doanh đó đồng ý.
2. Thông tin liên quan đến bí mật đời sống riêng tư, bí mật cá nhân được tiếp cận trong trường hợp được người đó đồng ý; thông tin liên quan đến bí mật gia đình được tiếp cận trong trường hợp được các thành viên gia đình đồng ý.
3. Trong quá trình thực hiện chức năng, nhiệm vụ, quyền hạn của mình, người đứng đầu cơ quan nhà nước quyết định việc cung cấp thông tin liên quan đến bí mật kinh doanh, đời sống riêng tư, bí mật cá nhân, bí mật gia đình trong trường hợp cần thiết vì lợi ích công cộng, sức khỏe của cộng đồng theo quy định của luật có liên quan mà không cần có sự đồng ý theo quy định tại khoản 1 và khoản 2 Điều này.",Điều kiện nào sau đây không yêu cầu để tiếp cận thông tin liên quan đến bí mật kinh doanh?,1
"Thông tin được cung cấp theo yêu cầu
1. Những thông tin phải được công khai theo quy định tại Điều 17 của Luật này, nhưng thuộc trường hợp sau đây:
a) Thông tin trong thời hạn công khai nhưng chưa được công khai;
b) Thông tin hết thời hạn công khai theo quy định của pháp luật;
c) Thông tin đang được công khai nhưng vì lý do bất khả kháng người yêu cầu không thể tiếp cận được.
2. Thông tin liên quan đến bí mật kinh doanh, đời sống riêng tư, bí mật cá nhân, bí mật gia đình đủ điều kiện cung cấp theo quy định tại Điều 7 của Luật này.
3. Thông tin liên quan đến đời sống, sinh hoạt, sản xuất, kinh doanh của người yêu cầu cung cấp thông tin nhưng không thuộc loại thông tin quy định tại Điều 17 của Luật này và khoản 2 Điều này.
4. Ngoài thông tin quy định tại các khoản 1, 2 và 3 Điều này, căn cứ vào nhiệm vụ, quyền hạn, điều kiện và khả năng thực tế của mình, cơ quan nhà nước có thể cung cấp thông tin khác do mình tạo ra hoặc nắm giữ.",Điều kiện nào sau đây không yêu cầu để tiếp cận thông tin liên quan đến bí mật kinh doanh?,0
"Thông tin công dân được tiếp cận có điều kiện
1. Thông tin liên quan đến bí mật kinh doanh được tiếp cận trong trường hợp chủ sở hữu bí mật kinh doanh đó đồng ý.
2. Thông tin liên quan đến bí mật đời sống riêng tư, bí mật cá nhân được tiếp cận trong trường hợp được người đó đồng ý; thông tin liên quan đến bí mật gia đình được tiếp cận trong trường hợp được các thành viên gia đình đồng ý.
3. Trong quá trình thực hiện chức năng, nhiệm vụ, quyền hạn của mình, người đứng đầu cơ quan nhà nước quyết định việc cung cấp thông tin liên quan đến bí mật kinh doanh, đời sống riêng tư, bí mật cá nhân, bí mật gia đình trong trường hợp cần thiết vì lợi ích công cộng, sức khỏe của cộng đồng theo quy định của luật có liên quan mà không cần có sự đồng ý theo quy định tại khoản 1 và khoản 2 Điều này.","Trong trường hợp nào, người đứng đầu cơ quan nhà nước không cần có sự đồng ý để cung cấp thông tin liên quan đến bí mật kinh doanh, đời sống riêng tư, bí mật cá nhân, bí mật gia đình?",1
"Thông tin được cung cấp theo yêu cầu
1. Những thông tin phải được công khai theo quy định tại Điều 17 của Luật này, nhưng thuộc trường hợp sau đây:
a) Thông tin trong thời hạn công khai nhưng chưa được công khai;
b) Thông tin hết thời hạn công khai theo quy định của pháp luật;
c) Thông tin đang được công khai nhưng vì lý do bất khả kháng người yêu cầu không thể tiếp cận được.
2. Thông tin liên quan đến bí mật kinh doanh, đời sống riêng tư, bí mật cá nhân, bí mật gia đình đủ điều kiện cung cấp theo quy định tại Điều 7 của Luật này.
3. Thông tin liên quan đến đời sống, sinh hoạt, sản xuất, kinh doanh của người yêu cầu cung cấp thông tin nhưng không thuộc loại thông tin quy định tại Điều 17 của Luật này và khoản 2 Điều này.
4. Ngoài thông tin quy định tại các khoản 1, 2 và 3 Điều này, căn cứ vào nhiệm vụ, quyền hạn, điều kiện và khả năng thực tế của mình, cơ quan nhà nước có thể cung cấp thông tin khác do mình tạo ra hoặc nắm giữ.","Trong trường hợp nào, người đứng đầu cơ quan nhà nước không cần có sự đồng ý để cung cấp thông tin liên quan đến bí mật kinh doanh, đời sống riêng tư, bí mật cá nhân, bí mật gia đình?",0
"Thông tin công dân được tiếp cận có điều kiện
1. Thông tin liên quan đến bí mật kinh doanh được tiếp cận trong trường hợp chủ sở hữu bí mật kinh doanh đó đồng ý.
2. Thông tin liên quan đến bí mật đời sống riêng tư, bí mật cá nhân được tiếp cận trong trường hợp được người đó đồng ý; thông tin liên quan đến bí mật gia đình được tiếp cận trong trường hợp được các thành viên gia đình đồng ý.
3. Trong quá trình thực hiện chức năng, nhiệm vụ, quyền hạn của mình, người đứng đầu cơ quan nhà nước quyết định việc cung cấp thông tin liên quan đến bí mật kinh doanh, đời sống riêng tư, bí mật cá nhân, bí mật gia đình trong trường hợp cần thiết vì lợi ích công cộng, sức khỏe của cộng đồng theo quy định của luật có liên quan mà không cần có sự đồng ý theo quy định tại khoản 1 và khoản 2 Điều này.","Khi nào người đứng đầu cơ quan nhà nước có quyền cung cấp thông tin liên quan đến bí mật kinh doanh, đời sống riêng tư, bí mật cá nhân, bí mật gia đình mà không cần sự đồng ý?",1
"Thông tin được cung cấp theo yêu cầu
1. Những thông tin phải được công khai theo quy định tại Điều 17 của Luật này, nhưng thuộc trường hợp sau đây:
a) Thông tin trong thời hạn công khai nhưng chưa được công khai;
b) Thông tin hết thời hạn công khai theo quy định của pháp luật;
c) Thông tin đang được công khai nhưng vì lý do bất khả kháng người yêu cầu không thể tiếp cận được.
2. Thông tin liên quan đến bí mật kinh doanh, đời sống riêng tư, bí mật cá nhân, bí mật gia đình đủ điều kiện cung cấp theo quy định tại Điều 7 của Luật này.
3. Thông tin liên quan đến đời sống, sinh hoạt, sản xuất, kinh doanh của người yêu cầu cung cấp thông tin nhưng không thuộc loại thông tin quy định tại Điều 17 của Luật này và khoản 2 Điều này.
4. Ngoài thông tin quy định tại các khoản 1, 2 và 3 Điều này, căn cứ vào nhiệm vụ, quyền hạn, điều kiện và khả năng thực tế của mình, cơ quan nhà nước có thể cung cấp thông tin khác do mình tạo ra hoặc nắm giữ.","Khi nào người đứng đầu cơ quan nhà nước có quyền cung cấp thông tin liên quan đến bí mật kinh doanh, đời sống riêng tư, bí mật cá nhân, bí mật gia đình mà không cần sự đồng ý?",0
"Thông tin công dân được tiếp cận có điều kiện
1. Thông tin liên quan đến bí mật kinh doanh được tiếp cận trong trường hợp chủ sở hữu bí mật kinh doanh đó đồng ý.
2. Thông tin liên quan đến bí mật đời sống riêng tư, bí mật cá nhân được tiếp cận trong trường hợp được người đó đồng ý; thông tin liên quan đến bí mật gia đình được tiếp cận trong trường hợp được các thành viên gia đình đồng ý.
3. Trong quá trình thực hiện chức năng, nhiệm vụ, quyền hạn của mình, người đứng đầu cơ quan nhà nước quyết định việc cung cấp thông tin liên quan đến bí mật kinh doanh, đời sống riêng tư, bí mật cá nhân, bí mật gia đình trong trường hợp cần thiết vì lợi ích công cộng, sức khỏe của cộng đồng theo quy định của luật có liên quan mà không cần có sự đồng ý theo quy định tại khoản 1 và khoản 2 Điều này.",Ai đồng ý cho tiếp cận thông tin liên quan đến bí mật gia đình?,1
"Quyền về đời sống riêng tư, bí mật cá nhân, bí mật gia đình
1. Đời sống riêng tư, bí mật cá nhân, bí mật gia đình là bất khả xâm phạm và được pháp luật bảo vệ.
2. Việc thu thập, lưu giữ, sử dụng, công khai thông tin liên quan đến đời sống riêng tư, bí mật cá nhân phải được người đó đồng ý, việc thu thập, lưu giữ, sử dụng, công khai thông tin liên quan đến bí mật gia đình phải được các thành viên gia đình đồng ý, trừ trường hợp luật có quy định khác.
3. Thư tín, điện thoại, điện tín, cơ sở dữ liệu điện tử và các hình thức trao đổi thông tin riêng tư khác của cá nhân được bảo đảm an toàn và bí mật.
Việc bóc mở, kiểm soát, thu giữ thư tín, điện thoại, điện tín, cơ sở dữ liệu điện tử và các hình thức trao đổi thông tin riêng tư khác của người khác chỉ được thực hiện trong trường hợp luật quy định.
4. Các bên trong hợp đồng không được tiết lộ thông tin về đời sống riêng tư, bí mật cá nhân, bí mật gia đình của nhau mà mình đã biết được trong quá trình xác lập, thực hiện hợp đồng, trừ trường hợp có thỏa thuận khác.",Ai đồng ý cho tiếp cận thông tin liên quan đến bí mật gia đình?,0
"Thông tin công dân không được tiếp cận
1. Thông tin thuộc bí mật nhà nước, bao gồm những thông tin có nội dung quan trọng thuộc lĩnh vực chính trị, quốc phòng, an ninh quốc gia, đối ngoại, kinh tế, khoa học, công nghệ và các lĩnh vực khác theo quy định của luật.
Khi thông tin thuộc bí mật nhà nước được giải mật thì công dân được tiếp cận theo quy định của Luật này.
2. Thông tin mà nếu để tiếp cận sẽ gây nguy hại đến lợi ích của Nhà nước, ảnh hưởng xấu đến quốc phòng, an ninh quốc gia, quan hệ quốc tế, trật tự, an toàn xã hội, đạo đức xã hội, sức khỏe của cộng đồng; gây nguy hại đến tính mạng, cuộc sống hoặc tài sản của người khác; thông tin thuộc bí mật công tác; thông tin về cuộc họp nội bộ của cơ quan nhà nước; tài liệu do cơ quan nhà nước soạn thảo cho công việc nội bộ.",Thông tin thuộc bí mật nhà nước được tiếp cận khi nào?,1
"Thông tin công dân được tiếp cận có điều kiện
1. Thông tin liên quan đến bí mật kinh doanh được tiếp cận trong trường hợp chủ sở hữu bí mật kinh doanh đó đồng ý.
2. Thông tin liên quan đến bí mật đời sống riêng tư, bí mật cá nhân được tiếp cận trong trường hợp được người đó đồng ý; thông tin liên quan đến bí mật gia đình được tiếp cận trong trường hợp được các thành viên gia đình đồng ý.
3. Trong quá trình thực hiện chức năng, nhiệm vụ, quyền hạn của mình, người đứng đầu cơ quan nhà nước quyết định việc cung cấp thông tin liên quan đến bí mật kinh doanh, đời sống riêng tư, bí mật cá nhân, bí mật gia đình trong trường hợp cần thiết vì lợi ích công cộng, sức khỏe của cộng đồng theo quy định của luật có liên quan mà không cần có sự đồng ý theo quy định tại khoản 1 và khoản 2 Điều này.",Thông tin thuộc bí mật nhà nước được tiếp cận khi nào?,0
"Thông tin công dân không được tiếp cận
1. Thông tin thuộc bí mật nhà nước, bao gồm những thông tin có nội dung quan trọng thuộc lĩnh vực chính trị, quốc phòng, an ninh quốc gia, đối ngoại, kinh tế, khoa học, công nghệ và các lĩnh vực khác theo quy định của luật.
Khi thông tin thuộc bí mật nhà nước được giải mật thì công dân được tiếp cận theo quy định của Luật này.
2. Thông tin mà nếu để tiếp cận sẽ gây nguy hại đến lợi ích của Nhà nước, ảnh hưởng xấu đến quốc phòng, an ninh quốc gia, quan hệ quốc tế, trật tự, an toàn xã hội, đạo đức xã hội, sức khỏe của cộng đồng; gây nguy hại đến tính mạng, cuộc sống hoặc tài sản của người khác; thông tin thuộc bí mật công tác; thông tin về cuộc họp nội bộ của cơ quan nhà nước; tài liệu do cơ quan nhà nước soạn thảo cho công việc nội bộ.","Theo Điều 6 của Luật Tiếp cận thông tin, công dân không được tiếp cận thông tin về các cuộc họp nào trong cơ quan nhà nước?",1
"Thông tin công dân được tiếp cận
Công dân được tiếp cận thông tin của cơ quan nhà nước, trừ thông tin không được tiếp cận quy định tại Điều 6 của Luật này; được tiếp cận có điều kiện đối với thông tin quy định tại Điều 7 của Luật này.","Theo Điều 6 của Luật Tiếp cận thông tin, công dân không được tiếp cận thông tin về các cuộc họp nào trong cơ quan nhà nước?",0
"Nước Cộng hòa xã hội chủ nghĩa Việt Nam là một nước độc lập, có chủ quyền, thống nhất và toàn vẹn lãnh thổ, bao gồm đất liền, hải đảo, vùng biển và vùng trời.",Vùng biển và hải đảo không thuộc chủ quyền của nước Cộng hòa xã hội chũ nghĩa Việt Nam. Đúng hay sai?,1
"Chiếm hữu có căn cứ pháp luật
1. Chiếm hữu có căn cứ pháp luật là việc chiếm hữu tài sản trong trường hợp sau đây:
a) Chủ sở hữu chiếm hữu tài sản;
b) Người được chủ sở hữu ủy quyền quản lý tài sản;
c) Người được chuyển giao quyền chiếm hữu thông qua giao dịch dân sự phù hợp với quy định của pháp luật;
d) Người phát hiện và giữ tài sản vô chủ, tài sản không xác định được ai là chủ sở hữu, tài sản bị đánh rơi, bị bỏ quên, bị chôn, giấu, bị vùi lấp, chìm đắm phù hợp với điều kiện theo quy định của Bộ luật này, quy định khác của pháp luật có liên quan;
đ) Người phát hiện và giữ gia súc, gia cầm, vật nuôi dưới nước bị thất lạc phù hợp với điều kiện theo quy định của Bộ luật này, quy định khác của pháp luật có liên quan;
e) Trường hợp khác do pháp luật quy định.
2. Việc chiếm hữu tài sản không phù hợp với quy định tại khoản 1 Điều này là chiếm hữu không có căn cứ pháp luật.",Vùng biển và hải đảo không thuộc chủ quyền của nước Cộng hòa xã hội chũ nghĩa Việt Nam. Đúng hay sai?,0
"1. Nhà nước được tổ chức và hoạt động theo Hiến pháp và pháp luật, quản lý xã hội bằng Hiến pháp và pháp luật, thực hiện nguyên tắc tập trung dân chủ.
2. Các cơ quan nhà nước, cán bộ, công chức, viên chức phải tôn trọng Nhân dân, tận tụy phục vụ Nhân dân, liên hệ chặt chẽ với Nhân dân, lắng nghe ý kiến và chịu sự giám sát của Nhân dân; kiên quyết đấu tranh chống tham nhũng, lãng phí và mọi biểu hiện quan liêu, hách dịch, cửa quyền.",Các cơ quan nhà nước và cán bộ phải phục vụ nhân dân nhưng không cần lắng nghe ý kiến của nhân dân hay chịu sự giám sát của nhân dân. Đúng hay sai?,1
"Trách nhiệm về nghĩa vụ dân sự
1. Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam, cơ quan nhà nước ở trung ương, ở địa phương chịu trách nhiệm về nghĩa vụ dân sự của mình bằng tài sản mà mình là đại diện chủ sở hữu và thống nhất quản lý, trừ trường hợp tài sản đã được chuyển giao cho pháp nhân theo quy định tại khoản 2 Điều này.
2. Pháp nhân do Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam, cơ quan nhà nước ở trung ương, ở địa phương thành lập không chịu trách nhiệm về nghĩa vụ phát sinh từ quan hệ dân sự của Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam, cơ quan nhà nước ở trung ương, ở địa phương.
3. Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam, cơ quan nhà nước ở trung ương, ở địa phương không chịu trách nhiệm về nghĩa vụ dân sự của pháp nhân do mình thành lập, bao gồm cả doanh nghiệp nhà nước, trừ trường hợp Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam, cơ quan nhà nước ở trung ương, ở địa phương bảo lãnh cho nghĩa vụ dân sự của pháp nhân này theo quy định của pháp luật.
4. Cơ quan nhà nước ở trung ương, ở địa phương không chịu trách nhiệm về nghĩa vụ dân sự của Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam, cơ quan nhà nước khác ở trung ương, ở địa phương, trừ trường hợp luật liên quan có quy định khác.",Các cơ quan nhà nước và cán bộ phải phục vụ nhân dân nhưng không cần lắng nghe ý kiến của nhân dân hay chịu sự giám sát của nhân dân. Đúng hay sai?,0
"Công đoàn Việt Nam là tổ chức chính trị - xã hội của giai cấp công nhân và của người lao động được thành lập trên cơ sở tự nguyện, đại diện cho người lao động, chăm lo và bảo vệ quyền, lợi ích hợp pháp, chính đáng của người lao động; tham gia quản lý nhà nước, quản lý kinh tế - xã hội; tham gia kiểm tra, thanh tra, giám sát hoạt động của cơ quan nhà nước, tổ chức, đơn vị, doanh nghiệp về những vấn đề liên quan đến quyền, nghĩa vụ của người lao động; tuyên truyền, vận động người lao động học tập, nâng cao trình độ, kỹ năng nghề nghiệp, chấp hành pháp luật, xây dựng và bảo vệ Tổ quốc.","Công đoàn Việt Nam là tổ chức chính trị - xã hội có quyền tham gia  kiểm tra, thanh tra, giám sát hoạt động của người lao động cũng như cơ quan nhà nước và các tổ chức, đơn vị khác, đúng hay sai?",1
"Pháp nhân
1. Một tổ chức được công nhận là pháp nhân khi có đủ các điều kiện sau đây:
a) Được thành lập theo quy định của Bộ luật này, luật khác có liên quan;
b) Có cơ cấu tổ chức theo quy định tại Điều 83 của Bộ luật này;
c) Có tài sản độc lập với cá nhân, pháp nhân khác và tự chịu trách nhiệm bằng tài sản của mình;
d) Nhân danh mình tham gia quan hệ pháp luật một cách độc lập.
2. Mọi cá nhân, pháp nhân đều có quyền thành lập pháp nhân, trừ trường hợp luật có quy định khác.","Công đoàn Việt Nam là tổ chức chính trị - xã hội có quyền tham gia  kiểm tra, thanh tra, giám sát hoạt động của người lao động cũng như cơ quan nhà nước và các tổ chức, đơn vị khác, đúng hay sai?",0
"1. Ở nước Cộng hòa xã hội chủ nghĩa Việt Nam, các quyền con người, quyền công dân về chính trị, dân sự, kinh tế, văn hóa, xã hội được công nhận, tôn trọng, bảo vệ, bảo đảm theo Hiến pháp và pháp luật.
2. Quyền con người, quyền công dân chỉ có thể bị hạn chế theo quy định của luật trong trường hợp cần thiết vì lý do quốc phòng, an ninh quốc gia, trật tự, an toàn xã hội, đạo đức xã hội, sức khỏe của cộng đồng.","Chỉ trong một số trường hợp cần thiết liên quan đến lý do quốc phòng và an ninh quốc gia thì quyền con người, quyền công dân mới có thể bị hạn chế. Đúng hay sai?",1
"Công nhận, tôn trọng, bảo vệ và bảo đảm quyền dân sự
1. Ở nước Cộng hòa xã hội chủ nghĩa Việt Nam, các quyền dân sự được công nhận, tôn trọng, bảo vệ và bảo đảm theo Hiến pháp và pháp luật.
2. Quyền dân sự chỉ có thể bị hạn chế theo quy định của luật trong trường hợp cần thiết vì lý do quốc phòng, an ninh quốc gia, trật tự, an toàn xã hội, đạo đức xã hội, sức khỏe của cộng đồng.","Chỉ trong một số trường hợp cần thiết liên quan đến lý do quốc phòng và an ninh quốc gia thì quyền con người, quyền công dân mới có thể bị hạn chế. Đúng hay sai?",0
"1. Ở nước Cộng hòa xã hội chủ nghĩa Việt Nam, các quyền con người, quyền công dân về chính trị, dân sự, kinh tế, văn hóa, xã hội được công nhận, tôn trọng, bảo vệ, bảo đảm theo Hiến pháp và pháp luật.
2. Quyền con người, quyền công dân chỉ có thể bị hạn chế theo quy định của luật trong trường hợp cần thiết vì lý do quốc phòng, an ninh quốc gia, trật tự, an toàn xã hội, đạo đức xã hội, sức khỏe của cộng đồng.","Trong các trường hợp liên quan đến trật tự và an toàn xã hội, quyền con người và quyền công dân có thể bị hạn chế theo luật. Đúng hay sai?",1
"Công nhận, tôn trọng, bảo vệ và bảo đảm quyền dân sự
1. Ở nước Cộng hòa xã hội chủ nghĩa Việt Nam, các quyền dân sự được công nhận, tôn trọng, bảo vệ và bảo đảm theo Hiến pháp và pháp luật.
2. Quyền dân sự chỉ có thể bị hạn chế theo quy định của luật trong trường hợp cần thiết vì lý do quốc phòng, an ninh quốc gia, trật tự, an toàn xã hội, đạo đức xã hội, sức khỏe của cộng đồng.","Trong các trường hợp liên quan đến trật tự và an toàn xã hội, quyền con người và quyền công dân có thể bị hạn chế theo luật. Đúng hay sai?",0
"1. Trẻ em được Nhà nước, gia đình và xã hội bảo vệ, chăm sóc và giáo dục; được tham gia vào các vấn đề về trẻ em. Nghiêm cấm xâm hại, hành hạ, ngược đãi, bỏ mặc, lạm dụng, bóc lột sức lao động và những hành vi khác vi phạm quyền trẻ em.
2. Thanh niên được Nhà nước, gia đình và xã hội tạo điều kiện học tập, lao động, giải trí, phát triển thể lực, trí tuệ, bồi dưỡng đạo đức, truyền thống dân tộc, ý thức công dân; đi đầu trong công cuộc lao động sáng tạo và bảo vệ Tổ quốc.
3. Người cao tuổi được Nhà nước, gia đình và xã hội tôn trọng, chăm sóc và phát huy vai trò trong sự nghiệp xây dựng và bảo vệ Tổ quốc.","Việc xâm hại hay hành hạ, ngược đãi trẻ em không được cho phép trên lãnh thổ Việt Nam. Đúng hay sai?",1
"Nước Cộng hòa xã hội chủ nghĩa Việt Nam là một nước độc lập, có chủ quyền, thống nhất và toàn vẹn lãnh thổ, bao gồm đất liền, hải đảo, vùng biển và vùng trời.","Việc xâm hại hay hành hạ, ngược đãi trẻ em không được cho phép trên lãnh thổ Việt Nam. Đúng hay sai?",0
"1. Nền kinh tế Việt Nam là nền kinh tế thị trường định hướng xã hội chủ nghĩa với nhiều hình thức sở hữu, nhiều thành phần kinh tế; kinh tế nhà nước giữ vai trò chủ đạo.
2. Các thành phần kinh tế đều là bộ phận cấu thành quan trọng của nền kinh tế quốc dân. Các chủ thể thuộc các thành phần kinh tế bình đẳng, hợp tác và cạnh tranh theo pháp luật.
3. Nhà nước khuyến khích, tạo điều kiện để doanh nhân, doanh nghiệp và cá nhân, tổ chức khác đầu tư, sản xuất, kinh doanh; phát triển bền vững các ngành kinh tế, góp phần xây dựng đất nước. Tài sản hợp pháp của cá nhân, tổ chức đầu tư, sản xuất, kinh doanh được pháp luật bảo hộ và không bị quốc hữu hóa.","Tài sản hợp pháp của cá nhân, tổ chức đầu tư, sản xuất, kinh doanh được pháp luật bảo hộ và cũng thuộc quyền sở hữu của nhà nước. Đúng hay sai?",1
"Bảo vệ quyền sở hữu, quyền khác đối với tài sản
1. Không ai có thể bị hạn chế, bị tước đoạt trái luật quyền sở hữu, quyền khác đối với tài sản.
2. Trường hợp thật cần thiết vì lý do quốc phòng, an ninh hoặc vì lợi ích quốc gia, tình trạng khẩn cấp, phòng chống thiên tai, Nhà nước trưng mua hoặc trưng dụng có bồi thường tài sản của tổ chức, cá nhân theo giá thị trường.","Tài sản hợp pháp của cá nhân, tổ chức đầu tư, sản xuất, kinh doanh được pháp luật bảo hộ và cũng thuộc quyền sở hữu của nhà nước. Đúng hay sai?",0
"1. Phát triển giáo dục là quốc sách hàng đầu nhằm nâng cao dân trí, phát triển nguồn nhân lực, bồi dưỡng nhân tài.
2. Nhà nước ưu tiên đầu tư và thu hút các nguồn đầu tư khác cho giáo dục; chăm lo giáo dục mầm non; bảo đảm giáo dục tiểu học là bắt buộc, Nhà nước không thu học phí; từng bước phổ cập giáo dục trung học; phát triển giáo dục đại học, giáo dục nghề nghiệp; thực hiện chính sách học bổng, học phí hợp lý.
3. Nhà nước ưu tiên phát triển giáo dục ở miền núi, hải đảo, vùng đồng bào dân tộc thiểu số và vùng có điều kiện kinh tế - xã hội đặc biệt khó khăn; ưu tiên sử dụng, phát triển nhân tài; tạo điều kiện để người khuyết tật và người nghèo được học văn hoá và học nghề.","Theo hiến pháp, cấp độ giáo dục tối thiếu mà mỗi công dân thụ hưởng mà nhà nước phải bảo đảm là gì?",1
"Giải thích từ ngữ
Trong Luật này, các từ ngữ dưới đây được hiểu như sau:
1. Giáo dục chính quy là giáo dục theo khóa học trong cơ sở giáo dục để thực hiện một chương trình giáo dục nhất định, được thiết lập theo mục tiêu của các cấp học, trình độ đào tạo và được cấp văn bằng của hệ thống giáo dục quốc dân.
2. Giáo dục thường xuyên là giáo dục để thực hiện một chương trình giáo dục nhất định, được tổ chức linh hoạt về hình thức thực hiện chương trình, thời gian, phương pháp, địa điểm, đáp ứng nhu cầu học tập suốt đời của người học.
3. Kiểm định chất lượng giáo dục là hoạt động đánh giá, công nhận cơ sở giáo dục hoặc chương trình đào tạo đạt tiêu chuẩn chất lượng giáo dục do cơ quan, tổ chức có thẩm quyền ban hành.
4. Niên chế là hình thức tổ chức quá trình giáo dục, đào tạo theo năm học.
5. Tín chỉ là đơn vị dùng để đo lường khối lượng kiến thức, kỹ năng và kết quả học tập đã tích lũy được trong một khoảng thời gian nhất định.
6. Mô-đun là đơn vị học tập được tích hợp giữa kiến thức, kỹ năng và thái độ một cách hoàn chỉnh nhằm giúp cho người học có năng lực thực hiện trọn vẹn một hoặc một số công việc của một nghề.
7. Chuẩn đầu ra là yêu cầu cần đạt về phẩm chất và năng lực của người học sau khi hoàn thành một chương trình giáo dục.
8. Phổ cập giáo dục là quá trình tổ chức hoạt động giáo dục để mọi công dân trong độ tuổi đều được học tập và đạt đến trình độ học vấn nhất định theo quy định của pháp luật.
9. Giáo dục bắt buộc là giáo dục mà mọi công dân trong độ tuổi quy định bắt buộc phải học tập để đạt được trình độ học vấn tối thiểu theo quy định của pháp luật và được Nhà nước bảo đảm điều kiện để thực hiện.
10. Khối lượng kiến thức văn hóa trung học phổ thông là kiến thức, kỹ năng cơ bản, cốt lõi trong chương trình giáo dục trung học phổ thông mà người học phải tích lũy để có thể tiếp tục học trình độ giáo dục nghề nghiệp cao hơn.
11. Nhà đầu tư là tổ chức, cá nhân thực hiện hoạt động đầu tư trong lĩnh vực giáo dục bằng nguồn vốn ngoài ngân sách nhà nước gồm nhà đầu tư trong nước và nhà đầu tư nước ngoài.
12. Cơ sở giáo dục là tổ chức thực hiện hoạt động giáo dục trong hệ thống giáo dục quốc dân gồm nhà trường và cơ sở giáo dục khác.","Theo hiến pháp, cấp độ giáo dục tối thiếu mà mỗi công dân thụ hưởng mà nhà nước phải bảo đảm là gì?",0
"Bảo vệ Tổ quốc Việt Nam xã hội chủ nghĩa là sự nghiệp của toàn dân.
Nhà nước củng cố và tăng cường nền quốc phòng toàn dân và an ninh nhân dân mà nòng cốt là lực lượng vũ trang nhân dân; phát huy sức mạnh tổng hợp của đất nước để bảo vệ vững chắc Tổ quốc, góp phần bảo vệ hòa bình ở khu vực và trên thế giới.
Cơ quan, tổ chức, công dân phải thực hiện đầy đủ nhiệm vụ quốc phòng và an ninh.",Bảo vệ tổ quốc Việt Nam xã hội chủ nghĩa là sự nghiệp của ai?,1
"Lực lượng vũ trang nhân dân tuyệt đối trung thành với Tổ quốc, Nhân dân, với Đảng và Nhà nước, có nhiệm vụ bảo vệ độc lập, chủ quyền, thống nhất, toàn vẹn lãnh thổ của Tổ quốc, an ninh quốc gia và trật tự, an toàn xã hội; bảo vệ Nhân dân, Đảng, Nhà nước và chế độ xã hội chủ nghĩa; cùng toàn dân xây dựng đất nước và thực hiện nghĩa vụ quốc tế.",Bảo vệ tổ quốc Việt Nam xã hội chủ nghĩa là sự nghiệp của ai?,0
"Lực lượng vũ trang nhân dân tuyệt đối trung thành với Tổ quốc, Nhân dân, với Đảng và Nhà nước, có nhiệm vụ bảo vệ độc lập, chủ quyền, thống nhất, toàn vẹn lãnh thổ của Tổ quốc, an ninh quốc gia và trật tự, an toàn xã hội; bảo vệ Nhân dân, Đảng, Nhà nước và chế độ xã hội chủ nghĩa; cùng toàn dân xây dựng đất nước và thực hiện nghĩa vụ quốc tế.",một trong những nhiệm vụ của lực lượng vũ trang nhân dân là gì?,1
"Bảo vệ Tổ quốc Việt Nam xã hội chủ nghĩa là sự nghiệp của toàn dân.
Nhà nước củng cố và tăng cường nền quốc phòng toàn dân và an ninh nhân dân mà nòng cốt là lực lượng vũ trang nhân dân; phát huy sức mạnh tổng hợp của đất nước để bảo vệ vững chắc Tổ quốc, góp phần bảo vệ hòa bình ở khu vực và trên thế giới.
Cơ quan, tổ chức, công dân phải thực hiện đầy đủ nhiệm vụ quốc phòng và an ninh.",một trong những nhiệm vụ của lực lượng vũ trang nhân dân là gì?,0
